judge_model,prompt_template,answer_length_bucket,judge_score,human_score,score_delta,percent_agreement,scotts_pi,precision,recall,f1,tp,fp,tn,fn,fpr,fnr,invalid_rate,valid_rate,avg_latency_ms,p50_latency_ms,p95_latency_ms,total_estimated_cost
k_exaone_236b_a23b_tuned,guideline_with_examples,long,0.6258064516129033,0.8,-0.17419354838709677,0.8,0.5114139000457573,0.979381443298969,0.7661290322580645,0.8597285067873301,190,4,58,58,0.06451612903225806,0.23387096774193547,0.009584664536741214,0.9904153354632588,29945.42258064516,21413.0,80891.50000000004,0.7360622000000001
k_exaone_236b_a23b_tuned,guideline_with_examples,medium,0.6928838951310862,0.8014981273408239,-0.10861423220973776,0.8801498127340824,0.6827624617098301,0.9918918918918919,0.8574766355140186,0.9197994987468671,367,3,103,61,0.02830188679245283,0.1425233644859813,0.00558659217877095,0.994413407821229,21605.423220973782,12748.5,70908.14999999992,0.9946284
k_exaone_236b_a23b_tuned,guideline_with_examples,short,0.7011494252873564,0.7614942528735632,-0.06034482758620685,0.9396551724137931,0.846443167372325,1.0,0.9207547169811321,0.9587426326129667,244,0,83,21,0.0,0.07924528301886792,0.005714285714285714,0.9942857142857143,15553.275862068966,8057.5,55551.49999999997,0.47042300000000004
