judge_model,prompt_template,human_label,judge_score,human_score,score_delta,percent_agreement,scotts_pi,precision,recall,f1,tp,fp,tn,fn,fpr,fnr,invalid_rate,valid_rate,avg_latency_ms,p50_latency_ms,p95_latency_ms,total_estimated_cost
k_exaone_236b_a23b_tuned,guideline_with_examples,False,0.027888446215139442,0.0,0.027888446215139442,0.9721115537848606,-0.014141414141413424,0.0,0.0,0.0,0,7,244,0,0.027888446215139442,0.0,0.011811023622047244,0.9881889763779528,17778.609561752986,12594.0,60486.0,0.3721854
k_exaone_236b_a23b_tuned,guideline_with_examples,True,0.8512221041445271,1.0,-0.14877789585547285,0.8512221041445271,-0.0803673938002291,1.0,0.8512221041445271,0.9196326061997704,801,0,0,140,0.0,0.1487778958554729,0.005285412262156448,0.9947145877378436,23135.479277364506,13460.0,71381.0,1.8289282
