judge_model,prompt_template,answer_length_bucket,judge_score,human_score,score_delta,percent_agreement,scotts_pi,precision,recall,f1,tp,fp,tn,fn,fpr,fnr,invalid_rate,valid_rate,avg_latency_ms,p50_latency_ms,p95_latency_ms,total_estimated_cost
k_exaone_236b_a23b,minimal,long,0.7193548387096774,0.8,-0.08064516129032262,0.7967741935483871,0.4434232462702519,0.9147982062780269,0.8225806451612904,0.8662420382165605,204,19,43,44,0.3064516129032258,0.1774193548387097,0.009584664536741214,0.9904153354632588,31305.293548387097,27867.5,62620.05000000001,0.7672076
k_exaone_236b_a23b,minimal,medium,0.7433962264150943,0.8056603773584906,-0.062264150943396324,0.8660377358490566,0.6164489677350309,0.9517766497461929,0.8782201405152225,0.9135200974421437,375,19,84,52,0.18446601941747573,0.12177985948477751,0.01303538175046555,0.9869646182495344,26952.18113207547,23937.0,53161.1,1.1446214000000001
k_exaone_236b_a23b,minimal,short,0.7155172413793104,0.764367816091954,-0.048850574712643646,0.9051724137931034,0.7536018881081371,0.9678714859437751,0.9060150375939849,0.9359223300970875,241,8,74,25,0.0975609756097561,0.09398496240601503,0.005714285714285714,0.9942857142857143,22209.57471264368,18643.5,49389.15,0.624844
