judge_model,prompt_template,answer_source,judge_score,human_score,score_delta,percent_agreement,scotts_pi,precision,recall,f1,tp,fp,tn,fn,fpr,fnr,invalid_rate,valid_rate,avg_latency_ms,p50_latency_ms,p95_latency_ms,total_estimated_cost
k_exaone_236b_a23b,minimal,chatgpt,0.7182539682539683,0.7936507936507936,-0.07539682539682535,0.8214285714285714,0.5160361052429422,0.9281767955801105,0.84,0.8818897637795275,168,13,39,32,0.25,0.16,0.003952569169960474,0.9960474308300395,28311.257936507936,23821.5,55392.2,0.5704974
k_exaone_236b_a23b,minimal,fid,0.6835443037974683,0.7510548523206751,-0.06751054852320681,0.9071729957805907,0.771115013169447,0.9814814814814815,0.8932584269662921,0.9352941176470588,159,3,56,19,0.05084745762711865,0.10674157303370786,0.004201680672268907,0.9957983193277311,22612.071729957806,18659.0,49606.799999999996,0.4304302
k_exaone_236b_a23b,minimal,gpt35,0.6932270916334662,0.7330677290836654,-0.03984063745019917,0.8804780876494024,0.7078677839851024,0.9425287356321839,0.8913043478260869,0.9162011173184358,164,10,57,20,0.14925373134328357,0.10869565217391304,0.027131782945736434,0.9728682170542635,26103.617529880477,25033.0,49525.0,0.5272538
k_exaone_236b_a23b,minimal,gpt4,0.7990654205607477,0.8598130841121495,-0.06074766355140182,0.883177570093458,0.5871117113640751,0.9649122807017544,0.8967391304347826,0.9295774647887324,165,6,24,19,0.2,0.10326086956521739,0.009259259259259259,0.9907407407407407,26831.728971962617,23132.0,59364.199999999975,0.45469300000000007
k_exaone_236b_a23b,minimal,newbing,0.7606837606837606,0.8333333333333334,-0.07264957264957272,0.8076923076923077,0.4056723578382956,0.9213483146067416,0.841025641025641,0.8793565683646112,164,14,25,31,0.358974358974359,0.15897435897435896,0.00425531914893617,0.9957446808510638,29618.517094017094,25165.5,62479.549999999996,0.5537986
