judge_model,prompt_template,judge_score,human_score,score_delta,fpr,fnr
gpt_4_1_mini,minimal,0.8416666666666667,0.7883333333333333,0.053333333333333344,0.40551181102362205,0.0412262156448203
gpt_4_1_nano,minimal,0.926605504587156,0.7881567973311092,0.13844870725604674,0.7637795275590551,0.02962962962962963
gpt_5_4_mini,minimal,0.7966666666666666,0.7883333333333333,0.008333333333333304,0.17716535433070865,0.03699788583509514
gpt_5_4_nano,minimal,0.7841666666666667,0.7883333333333333,-0.004166666666666652,0.21653543307086615,0.06342494714587738
