judge_model,prompt_template,dataset,judge_score,human_score,score_delta,percent_agreement,scotts_pi,precision,recall,f1,tp,fp,tn,fn,fpr,fnr,invalid_rate,valid_rate,avg_latency_ms,p50_latency_ms,p95_latency_ms,total_estimated_cost
gpt_4_1_mini,minimal,NQ,0.8166666666666667,0.7366666666666667,0.07999999999999996,0.8266666666666667,0.5003523156748447,0.8448979591836735,0.9366515837104072,0.8884120171673819,414,76,82,28,0.4810126582278481,0.06334841628959276,0.0,1.0,1252.475,1105.5,1903.8999999999955,0.060153200000000004
gpt_4_1_mini,minimal,TQ,0.8666666666666667,0.84,0.026666666666666727,0.9366666666666666,0.7469815340909088,0.948076923076923,0.9781746031746031,0.9628906250000001,493,27,69,11,0.28125,0.021825396825396824,0.0,1.0,1245.155,1116.0,1927.1,0.091946
gpt_4_1_nano,minimal,NQ,0.8983333333333333,0.7366666666666667,0.16166666666666663,0.7683333333333333,0.22360465278650524,0.7810760667903525,0.9524886877828054,0.8583078491335372,421,118,40,21,0.7468354430379747,0.04751131221719457,0.0,1.0,889.7133333333334,741.5,1494.9499999999982,0.0141019
gpt_4_1_nano,minimal,TQ,0.9549248747913188,0.8397328881469115,0.11519198664440733,0.8614357262103506,0.24799394970693947,0.8671328671328671,0.9860834990059643,0.9227906976744186,496,76,20,7,0.7916666666666666,0.013916500994035786,0.0016666666666666668,0.9983333333333333,901.7028380634391,801.0,1500.2,0.0223495
gpt_5_4_mini,minimal,NQ,0.7383333333333333,0.7366666666666667,0.0016666666666665941,0.905,0.7546408393866022,0.9345372460496614,0.9366515837104072,0.935593220338983,414,29,129,28,0.18354430379746836,0.06334841628959276,0.0,1.0,1004.5716666666667,919.0,1324.3999999999996,0.14057775
gpt_5_4_mini,minimal,TQ,0.855,0.84,0.015000000000000013,0.9616666666666667,0.8517014040008382,0.9688109161793372,0.9861111111111112,0.9773844641101278,497,16,80,7,0.16666666666666666,0.013888888888888888,0.0,1.0,1021.5566666666666,907.0,1392.6499999999994,0.19524675
gpt_5_4_nano,minimal,NQ,0.7166666666666667,0.7366666666666667,-0.020000000000000018,0.8633333333333333,0.6559633027522935,0.9186046511627907,0.8936651583710408,0.9059633027522936,395,35,123,47,0.22151898734177214,0.10633484162895927,0.0,1.0,1059.0566666666666,984.5,1568.1499999999999,0.04151035
gpt_5_4_nano,minimal,TQ,0.8516666666666667,0.84,0.011666666666666714,0.945,0.7891093063506855,0.9608610567514677,0.9742063492063492,0.967487684729064,491,20,76,13,0.20833333333333334,0.025793650793650792,0.0,1.0,1183.6216666666667,1074.5,1614.5999999999995,0.05562745000000001
