judge_model,prompt_template,judge_score,human_score,score_delta,percent_agreement,scotts_pi,precision,recall,f1,tp,fp,tn,fn,fpr,fnr,invalid_rate,valid_rate,avg_latency_ms,p50_latency_ms,p95_latency_ms,total_estimated_cost
gpt_4_1_mini,minimal,0.8416666666666667,0.7883333333333333,0.053333333333333344,0.8816666666666667,0.6075830431658654,0.898019801980198,0.9587737843551797,0.9274028629856851,907,103,151,39,0.40551181102362205,0.0412262156448203,0.0,1.0,1248.815,1110.0,1927.1,0.1520992
gpt_4_1_nano,minimal,0.926605504587156,0.7881567973311092,0.13844870725604674,0.8148457047539617,0.24290053928595864,0.8253825382538253,0.9703703703703703,0.8920233463035019,917,194,60,28,0.7637795275590551,0.02962962962962963,0.0008333333333333334,0.9991666666666666,895.7030859049207,775.0,1500.1999999999998,0.0364514
gpt_5_4_mini,minimal,0.7966666666666666,0.7883333333333333,0.008333333333333304,0.9333333333333333,0.7972964412856474,0.952928870292887,0.9630021141649049,0.9579390115667719,911,45,209,35,0.17716535433070865,0.03699788583509514,0.0,1.0,1013.0641666666667,916.0,1352.1999999999998,0.33582449999999997
gpt_5_4_nano,minimal,0.7841666666666667,0.7883333333333333,-0.004166666666666652,0.9041666666666667,0.7148851638015724,0.9415515409139213,0.9365750528541226,0.9390567037625861,886,55,199,60,0.21653543307086615,0.06342494714587738,0.0,1.0,1121.3391666666666,1026.0,1607.1,0.09713780000000001
