judge_model,reference_order_consistency,label_flip_rate_by_reference_order,eligible_sample_groups,skipped_single_alias_groups,coverage,rows,valid_rows
gemma_3_12b,,,772,428,0.6433333333333333,0,0
gemma_3_27b,,,772,428,0.6433333333333333,0,0
gemma_4_26b,,,772,428,0.6433333333333333,0,0
gemma_4_31b,,,772,428,0.6433333333333333,0,0
