judge_model,metric,ci_low,ci_high,iterations
gemma_3_12b,scotts_pi,0.5301573418505208,0.6519479881560662,200
gemma_3_27b,scotts_pi,0.7231473946110261,0.8074630016827407,200
gemma_4_26b,scotts_pi,0.7796887314152173,0.8582391565505827,200
gemma_4_31b,scotts_pi,0.7438979407321082,0.8400707597115711,200
