judge,mode,method,sample_count,unique_sample_count,valid_count,coverage,scotts_pi,accuracy,total_calls,total_cost,avg_latency_ms,predictions_path,sample_source_path,sample_hash,generated_at,git_commit
exaone,optim_final_exaone,c10_all_lite,1200,1200,1200,1.0,0.8340307183483251,0.9425,3600,6.111799999999889,178475.775,outputs/optim_final_exaone/c10_all_lite/predictions.jsonl,outputs/20260523_exaone_202605_tuned/normalized_samples.parquet,f5cd7e3ceab3b80a5753e626ddd70b9756a2c2850f080368e2cb51bfaaa71574,2026-05-27T11:37:50+00:00,1f53f52945fb5b04a85e1857d5fef98950e34975
exaone,optim_final_exaone,n05_sc3_shuffle_confidence,1200,1200,1200,1.0,0.7982145948218304,0.9291666666666667,2486,5.09573559999988,82631.96416666667,outputs/optim_final_exaone/n05_sc3_shuffle_confidence/predictions.jsonl,outputs/20260523_exaone_202605_tuned/normalized_samples.parquet,f5cd7e3ceab3b80a5753e626ddd70b9756a2c2850f080368e2cb51bfaaa71574,2026-05-27T11:37:50+00:00,1f53f52945fb5b04a85e1857d5fef98950e34975
exaone,optim_final_exaone,n06_sc5_ext_confidence,1200,1200,1200,1.0,0.7831154608942212,0.9225,6000,12.90469379999984,323340.12666666665,outputs/optim_final_exaone/n06_sc5_ext_confidence/predictions.jsonl,outputs/20260523_exaone_202605_tuned/normalized_samples.parquet,f5cd7e3ceab3b80a5753e626ddd70b9756a2c2850f080368e2cb51bfaaa71574,2026-05-27T11:37:50+00:00,1f53f52945fb5b04a85e1857d5fef98950e34975
exaone,optim_final_exaone,n01_sc5_confidence,1200,1200,1200,1.0,0.7455319275584459,0.905,6000,13.321168999999834,283329.96,outputs/optim_final_exaone/n01_sc5_confidence/predictions.jsonl,outputs/20260523_exaone_202605_tuned/normalized_samples.parquet,f5cd7e3ceab3b80a5753e626ddd70b9756a2c2850f080368e2cb51bfaaa71574,2026-05-27T11:37:50+00:00,1f53f52945fb5b04a85e1857d5fef98950e34975
exaone,optim_final_exaone,m7_confidence_abstain,1200,1200,1200,1.0,0.6806543327549266,0.8775,1200,2.374680199999909,124943.66833333333,outputs/optim_final_exaone/m7_confidence_abstain/predictions.jsonl,outputs/20260523_exaone_202605_tuned/normalized_samples.parquet,f5cd7e3ceab3b80a5753e626ddd70b9756a2c2850f080368e2cb51bfaaa71574,2026-05-27T11:37:50+00:00,1f53f52945fb5b04a85e1857d5fef98950e34975
