judge_model,prompt_template,answer_source,judge_score,human_score,score_delta,percent_agreement,scotts_pi,precision,recall,f1,tp,fp,tn,fn,fpr,fnr,invalid_rate,valid_rate,avg_latency_ms,p50_latency_ms,p95_latency_ms,total_estimated_cost
solar_pro_3_tuned,guideline_with_examples,chatgpt,0.688,0.796,-0.1080000000000001,0.852,0.6134478363526192,0.9709302325581395,0.8391959798994975,0.9002695417789757,167,5,46,32,0.09803921568627451,0.16080402010050251,0.011857707509881422,0.9881422924901185,5208.148,2187.5,14385.749999999953,0.10710774
solar_pro_3_tuned,guideline_with_examples,fid,0.6794871794871795,0.7478632478632479,-0.06837606837606836,0.905982905982906,0.7699526320493342,0.9811320754716981,0.8914285714285715,0.9341317365269461,156,3,56,19,0.05084745762711865,0.10857142857142857,0.01680672268907563,0.9831932773109243,5559.089743589743,2056.0,15683.349999999991,0.10563947999999998
solar_pro_3_tuned,guideline_with_examples,gpt35,0.65748031496063,0.7283464566929134,-0.07086614173228345,0.905511811023622,0.7779720279720278,0.9820359281437125,0.8864864864864865,0.9318181818181818,164,3,66,21,0.043478260869565216,0.11351351351351352,0.015503875968992248,0.9844961240310077,4313.330708661418,2088.5,13393.449999999997,0.09058344
solar_pro_3_tuned,guideline_with_examples,gpt4,0.7488372093023256,0.8604651162790697,-0.11162790697674418,0.8883720930232558,0.6449215524360032,1.0,0.8702702702702703,0.930635838150289,161,0,30,24,0.0,0.12972972972972974,0.004629629629629629,0.9953703703703703,5089.493023255814,2038.0,18534.699999999928,0.08978337
solar_pro_3_tuned,guideline_with_examples,newbing,0.7424892703862661,0.8369098712446352,-0.09442060085836912,0.8798283261802575,0.6381987577639753,0.9826589595375722,0.8717948717948718,0.9239130434782608,170,3,35,25,0.07894736842105263,0.1282051282051282,0.00851063829787234,0.9914893617021276,4859.592274678112,2138.0,10067.399999999992,0.09389628
